ID,CorrectNote,SelectedNote,PlayAgainCount,time,grouping,Notes,NotesIndex
,46,10,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,34,10,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,58,11,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,58,10,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,11,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,8,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,10,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,71,11,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,44,10,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,44,9,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,44,8,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,11,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,8,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,82,10,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,59,9,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,59,10,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,59,11,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,83,8,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,83,10,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,83,9,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,83,11,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,83,11,0,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,69,8,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,69,10,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,69,9,1,11/5/2023 23:23,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,58,11,0,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,58,10,0,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,71,11,2,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,47,10,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,47,9,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,47,8,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,47,11,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,35,11,0,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,81,11,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,81,10,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,81,8,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,81,9,1,11/5/2023 23:24,Random4,"['A', 'A#', 'B', 'G#']","[9, 10, 11, 8]"
,53,8,1,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,53,9,1,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,53,5,1,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,33,9,0,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,28,4,0,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,56,8,2,11/5/2023 23:24,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,80,8,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,57,9,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,28,4,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,65,5,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,41,5,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,64,4,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,69,8,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,69,5,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,69,9,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,44,9,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,44,8,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,29,5,6,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,32,8,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,56,9,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,56,8,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,81,9,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,52,4,1,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,80,8,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,40,9,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,40,5,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,40,8,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,40,4,0,11/5/2023 23:25,Random4,"['A', 'E', 'F', 'G#']","[9, 4, 5, 8]"
,73,1,1,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,56,8,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,74,2,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,56,8,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,79,7,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,32,8,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,62,1,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,62,2,1,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,79,8,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,79,1,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,79,7,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,50,8,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,50,7,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,50,1,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,50,2,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,31,1,1,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,31,7,1,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,62,2,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,25,1,0,11/5/2023 23:26,Random4,"['C#', 'D', 'G', 'G#']","[1, 2, 7, 8]"
,60,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,60,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,10,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,35,10,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,35,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,35,11,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,52,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,47,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,47,11,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,28,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,28,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,72,10,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,72,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,24,10,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,24,11,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,24,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,0,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,11,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,4,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
,82,10,0,11/5/2023 23:55,Random4,"['A#', 'B', 'C', 'E']","[10, 11, 0, 4]"
ef712783-7dca-11ee-8a38-085bd60c6d9e,68,8,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f1f1fcbe-7dca-11ee-b680-085bd60c6d9e,55,2,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f1f1fcbe-7dca-11ee-b680-085bd60c6d9e,55,4,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f1f1fcbe-7dca-11ee-b680-085bd60c6d9e,55,7,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f4402b01-7dca-11ee-9334-085bd60c6d9e,62,8,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f4402b01-7dca-11ee-9334-085bd60c6d9e,62,7,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f4402b01-7dca-11ee-9334-085bd60c6d9e,62,4,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f4402b01-7dca-11ee-9334-085bd60c6d9e,62,2,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f656ede1-7dca-11ee-be98-085bd60c6d9e,40,4,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f6aed17d-7dca-11ee-a622-085bd60c6d9e,44,8,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f7267075-7dca-11ee-b639-085bd60c6d9e,74,7,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f7267075-7dca-11ee-b639-085bd60c6d9e,74,4,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f7267075-7dca-11ee-b639-085bd60c6d9e,74,2,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f7e615de-7dca-11ee-830e-085bd60c6d9e,44,8,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f8627944-7dca-11ee-bdb6-085bd60c6d9e,56,7,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f8627944-7dca-11ee-bdb6-085bd60c6d9e,56,4,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
f8627944-7dca-11ee-bdb6-085bd60c6d9e,56,8,0,11/7/2023 19:08,Random4,"['D', 'E', 'G', 'G#']","[2, 4, 7, 8]"
73fd25af-7dcb-11ee-9b35-085bd60c6d9e,62,7,1,2023-11-07 19:12:23,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
73fd25af-7dcb-11ee-9b35-085bd60c6d9e,62,8,1,2023-11-07 19:12:24,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
73fd25af-7dcb-11ee-9b35-085bd60c6d9e,62,2,1,2023-11-07 19:12:25,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
7e8ed908-7dcb-11ee-8f60-085bd60c6d9e,68,7,0,2023-11-07 19:12:29,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
7e8ed908-7dcb-11ee-8f60-085bd60c6d9e,68,8,0,2023-11-07 19:12:30,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
81b33e90-7dcb-11ee-8bc0-085bd60c6d9e,55,2,0,2023-11-07 19:12:32,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
81b33e90-7dcb-11ee-8bc0-085bd60c6d9e,55,7,0,2023-11-07 19:12:33,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
83846405-7dcb-11ee-a756-085bd60c6d9e,47,11,0,2023-11-07 19:12:34,Random4,"['B', 'D', 'G', 'G#']","[11, 2, 7, 8]"
ad0f0e66-7dd0-11ee-8a53-085bd60c6d9e,24,6,0,2023-11-07 19:49:36,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ad0f0e66-7dd0-11ee-8a53-085bd60c6d9e,24,1,0,2023-11-07 19:49:37,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ad0f0e66-7dd0-11ee-8a53-085bd60c6d9e,24,0,0,2023-11-07 19:49:38,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
b1a12ab5-7dd0-11ee-ba3d-085bd60c6d9e,60,0,0,2023-11-07 19:49:39,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
b250d006-7dd0-11ee-86bb-085bd60c6d9e,32,1,1,2023-11-07 19:49:51,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
b250d006-7dd0-11ee-86bb-085bd60c6d9e,32,6,1,2023-11-07 19:49:52,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
b250d006-7dd0-11ee-86bb-085bd60c6d9e,32,8,1,2023-11-07 19:49:53,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ba96bf36-7dd0-11ee-a594-085bd60c6d9e,25,0,0,2023-11-07 19:49:55,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ba96bf36-7dd0-11ee-a594-085bd60c6d9e,25,1,0,2023-11-07 19:49:56,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bc755774-7dd0-11ee-9f41-085bd60c6d9e,37,1,0,2023-11-07 19:49:58,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bd942bdd-7dd0-11ee-838f-085bd60c6d9e,25,1,0,2023-11-07 19:49:59,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
be32d039-7dd0-11ee-9ef5-085bd60c6d9e,32,8,0,2023-11-07 19:50:01,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bf542247-7dd0-11ee-a73e-085bd60c6d9e,72,1,0,2023-11-07 19:50:03,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bf542247-7dd0-11ee-a73e-085bd60c6d9e,72,8,0,2023-11-07 19:50:04,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bf542247-7dd0-11ee-a73e-085bd60c6d9e,72,6,0,2023-11-07 19:50:05,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
bf542247-7dd0-11ee-a73e-085bd60c6d9e,72,0,0,2023-11-07 19:50:05,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c22a643b-7dd0-11ee-be35-085bd60c6d9e,24,1,0,2023-11-07 19:50:07,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c22a643b-7dd0-11ee-be35-085bd60c6d9e,24,8,0,2023-11-07 19:50:08,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c22a643b-7dd0-11ee-be35-085bd60c6d9e,24,6,0,2023-11-07 19:50:08,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c22a643b-7dd0-11ee-be35-085bd60c6d9e,24,0,0,2023-11-07 19:50:09,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c45e5a8d-7dd0-11ee-b21b-085bd60c6d9e,72,0,0,2023-11-07 19:50:10,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c5144008-7dd0-11ee-9a6b-085bd60c6d9e,36,0,0,2023-11-07 19:50:11,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c5b7d970-7dd0-11ee-b2c8-085bd60c6d9e,49,1,0,2023-11-07 19:50:13,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c6ca911b-7dd0-11ee-9ad6-085bd60c6d9e,32,0,0,2023-11-07 19:50:14,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c6ca911b-7dd0-11ee-9ad6-085bd60c6d9e,32,8,0,2023-11-07 19:50:15,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c828d9e2-7dd0-11ee-bcf2-085bd60c6d9e,60,8,0,2023-11-07 19:50:18,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
c828d9e2-7dd0-11ee-bcf2-085bd60c6d9e,60,0,0,2023-11-07 19:50:19,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ca334106-7dd0-11ee-80a4-085bd60c6d9e,24,0,2,2023-11-07 19:50:27,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
cefa78ca-7dd0-11ee-8cd0-085bd60c6d9e,61,1,0,2023-11-07 19:50:29,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
cffe8e4a-7dd0-11ee-af34-085bd60c6d9e,36,6,0,2023-11-07 19:50:30,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
cffe8e4a-7dd0-11ee-af34-085bd60c6d9e,36,1,0,2023-11-07 19:50:31,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
cffe8e4a-7dd0-11ee-af34-085bd60c6d9e,36,8,0,2023-11-07 19:50:32,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
cffe8e4a-7dd0-11ee-af34-085bd60c6d9e,36,0,0,2023-11-07 19:50:33,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d2905879-7dd0-11ee-8798-085bd60c6d9e,32,8,0,2023-11-07 19:50:36,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d4294682-7dd0-11ee-8d69-085bd60c6d9e,42,6,0,2023-11-07 19:50:37,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d51d6f68-7dd0-11ee-b0cb-085bd60c6d9e,30,1,0,2023-11-07 19:50:41,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d51d6f68-7dd0-11ee-b0cb-085bd60c6d9e,30,0,0,2023-11-07 19:50:41,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d51d6f68-7dd0-11ee-b0cb-085bd60c6d9e,30,8,0,2023-11-07 19:50:42,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d51d6f68-7dd0-11ee-b0cb-085bd60c6d9e,30,6,1,2023-11-07 19:50:44,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
d91ee6aa-7dd0-11ee-ba96-085bd60c6d9e,49,1,0,2023-11-07 19:50:47,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
db04b2d8-7dd0-11ee-9f2b-085bd60c6d9e,49,1,0,2023-11-07 19:50:48,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
db973340-7dd0-11ee-885c-085bd60c6d9e,80,6,3,2023-11-07 19:50:56,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
db973340-7dd0-11ee-885c-085bd60c6d9e,80,8,3,2023-11-07 19:50:57,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
e109361c-7dd0-11ee-8041-085bd60c6d9e,49,1,0,2023-11-07 19:50:58,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
e1aa59ae-7dd0-11ee-acfb-085bd60c6d9e,54,6,0,2023-11-07 19:51:01,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
e3274591-7dd0-11ee-96ce-085bd60c6d9e,48,0,1,2023-11-07 19:51:05,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
e5970082-7dd0-11ee-935c-085bd60c6d9e,72,0,0,2023-11-07 19:51:06,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
e65def34-7dd0-11ee-8cce-085bd60c6d9e,30,6,1,2023-11-07 19:51:15,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
eb969efd-7dd0-11ee-bded-085bd60c6d9e,37,8,0,2023-11-07 19:51:17,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
eb969efd-7dd0-11ee-bded-085bd60c6d9e,37,1,0,2023-11-07 19:51:18,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ed641b0a-7dd0-11ee-b098-085bd60c6d9e,44,6,0,2023-11-07 19:51:20,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
ed641b0a-7dd0-11ee-b098-085bd60c6d9e,44,8,0,2023-11-07 19:51:21,Random4,"['C', 'C#', 'F#', 'G#']","[0, 1, 6, 8]"
f2856e75-7dd0-11ee-a997-085bd60c6d9e,57,6,1,2023-11-07 19:51:33,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f2856e75-7dd0-11ee-a997-085bd60c6d9e,57,7,1,2023-11-07 19:51:34,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f2856e75-7dd0-11ee-a997-085bd60c6d9e,57,5,1,2023-11-07 19:51:35,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f2856e75-7dd0-11ee-a997-085bd60c6d9e,57,9,1,2023-11-07 19:51:35,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f7a96535-7dd0-11ee-97e5-085bd60c6d9e,41,5,0,2023-11-07 19:51:37,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f8c854ec-7dd0-11ee-89c1-085bd60c6d9e,57,9,0,2023-11-07 19:51:38,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f968449d-7dd0-11ee-8254-085bd60c6d9e,77,6,0,2023-11-07 19:51:41,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f968449d-7dd0-11ee-8254-085bd60c6d9e,77,7,0,2023-11-07 19:51:42,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f968449d-7dd0-11ee-8254-085bd60c6d9e,77,9,0,2023-11-07 19:51:43,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
f968449d-7dd0-11ee-8254-085bd60c6d9e,77,5,0,2023-11-07 19:51:44,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
fcac68cc-7dd0-11ee-8fc0-085bd60c6d9e,53,5,0,2023-11-07 19:51:45,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
fd610700-7dd0-11ee-8952-085bd60c6d9e,41,5,0,2023-11-07 19:51:47,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
fe8e999d-7dd0-11ee-93a2-085bd60c6d9e,45,5,0,2023-11-07 19:51:49,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
fe8e999d-7dd0-11ee-93a2-085bd60c6d9e,45,9,0,2023-11-07 19:51:49,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
0028b730-7dd1-11ee-88fd-085bd60c6d9e,69,9,0,2023-11-07 19:51:51,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
013f0aeb-7dd1-11ee-ba19-085bd60c6d9e,41,9,0,2023-11-07 19:51:53,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
013f0aeb-7dd1-11ee-ba19-085bd60c6d9e,41,5,0,2023-11-07 19:51:53,Random4,"['A', 'F', 'F#', 'G']","[9, 5, 6, 7]"
04b5a1d5-7dd1-11ee-87af-085bd60c6d9e,30,2,0,2023-11-07 19:52:00,Random4,"['D', 'D#', 'F#', 'G']","[2, 3, 6, 7]"
04b5a1d5-7dd1-11ee-87af-085bd60c6d9e,30,3,0,2023-11-07 19:52:00,Random4,"['D', 'D#', 'F#', 'G']","[2, 3, 6, 7]"
